Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls p90,Ast p90,G+A p90,G-PK p90,G+A-PK p90,xG p90,xAG p90,xG+xAG p90,npxG p90,npxG+xAG p90
1363,Kenedy,br BRA,DF,Chelsea,eng Premier League,25,1996,1,1,58,0.6,0,1,1,0,0,0,0,0,0,0,0.6,0.6,2,5,10,0,1.55,1.55,0,1.55,0.06,0.94,1,0.06,1
1364,Jonjoe Kenny,eng ENG,DF,Everton,eng Premier League,24,1997,15,11,1018,11.3,0,1,1,0,0,0,3,1,0.2,0.2,0.8,1,9,36,25,0,0.09,0.09,0,0.09,0.02,0.07,0.09,0.02,0.09
1365,Dimitrios Keramitsis,gr GRE,MF,Roma,it Serie A,17,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,Franck Kessié,ci CIV,MF,Milan,it Serie A,24,1996,31,25,2308,25.6,6,0,6,4,2,3,2,0,4.4,2,1.7,3.7,36,130,61,0.23,0,0.23,0.16,0.16,0.17,0.06,0.24,0.08,0.14
1367,Saîf-Eddine Khaoui,tn TUN,MFFW,Clermont Foot,fr Ligue 1,26,1995,23,9,927,10.3,1,0,1,1,0,0,1,0,2.1,2.1,0.9,3,12,31,45,0.1,0,0.1,0.1,0.1,0.2,0.09,0.29,0.2,0.29
1368,Wahbi Khazri,tn TUN,FWMF,Saint-Étienne,fr Ligue 1,30,1991,30,26,2225,24.7,10,0,10,6,4,4,6,0,7.7,4.6,2.5,7,63,77,144,0.4,0,0.4,0.24,0.24,0.31,0.1,0.41,0.18,0.28
1369,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,27,1994,32,32,2757,30.6,0,1,1,0,0,0,6,0,1,1,0.7,1.7,17,91,42,0,0.03,0.03,0,0.03,0.03,0.02,0.06,0.03,0.06
1370,Kike,es ESP,FW,Osasuna,es La Liga,31,1989,33,18,1862,20.7,5,1,6,4,1,1,2,0,6.7,5.9,2,8,26,36,144,0.24,0.05,0.29,0.19,0.24,0.32,0.1,0.42,0.29,0.38
1371,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,Luca Kilian,de GER,DF,Köln,de Bundesliga,21,1999,30,25,2281,25.3,1,0,1,1,0,0,3,0,1.3,1.3,0.1,1.4,10,78,5,0.04,0,0.04,0.04,0.04,0.05,0,0.06,0.05,0.06
1373,Max Kilman,eng ENG,DF,Wolves,eng Premier League,24,1997,30,30,2687,29.9,1,0,1,1,0,0,3,0,1.1,1.1,0.2,1.3,31,95,7,0.03,0,0.03,0.03,0.03,0.04,0.01,0.04,0.04,0.04
1374,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,26,1995,28,28,2474,27.5,3,9,12,3,0,0,4,0,2.3,2.3,8.7,11,43,292,53,0.11,0.33,0.44,0.11,0.44,0.08,0.32,0.4,0.08,0.4
1375,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,25,1995,30,29,2576,28.6,1,0,1,1,0,0,6,0,1.4,1.4,0.1,1.5,30,170,16,0.03,0,0.03,0.03,0.03,0.05,0,0.05,0.05,0.05
1376,Joshua King,no NOR,FW,Watford,eng Premier League,29,1992,32,27,2248,25,5,3,8,4,1,1,5,0,8.9,8.1,3.8,11.9,41,39,157,0.2,0.12,0.32,0.16,0.28,0.36,0.15,0.51,0.32,0.48
1377,Jakub Kiwior,pl POL,MF,Spezia,it Serie A,21,2000,22,21,1964,21.8,0,0,0,0,0,0,6,0,0.4,0.4,0.9,1.2,5,48,13,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06
1378,Sofian Kiyine,ma MAR,MFFW,Venezia,it Serie A,23,1997,26,14,1239,13.8,1,0,1,1,0,1,8,1,1.5,0.6,2,2.6,48,62,44,0.07,0,0.07,0.07,0.07,0.11,0.15,0.26,0.04,0.19
1379,Simon Kjær,dk DEN,DF,Milan,it Serie A,32,1989,11,10,802,8.9,0,0,0,0,0,0,2,0,0.5,0.5,0.3,0.8,3,23,1,0,0,0,0,0,0.05,0.04,0.09,0.05,0.09
1380,Kristoffer Klaesson,no NOR,GK,Leeds United,eng Premier League,20,2000,1,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,Philipp Klement,de GER,MF,Stuttgart,de Bundesliga,28,1992,6,3,338,3.8,1,0,1,1,0,0,0,0,0.3,0.3,1,1.3,8,28,17,0.27,0,0.27,0.27,0.27,0.07,0.27,0.34,0.07,0.34
1382,Mateusz Klich,pl POL,MF,Leeds United,eng Premier League,31,1990,33,26,2073,23,1,2,3,1,0,0,5,0,2.8,2.8,2.2,5,45,105,129,0.04,0.09,0.13,0.04,0.13,0.12,0.1,0.22,0.12,0.22
1383,Thibault Klidje,tg TOG,MFFW,Bordeaux,fr Ligue 1,20,2001,5,0,86,1,0,0,0,0,0,0,0,0,0,0,0.7,0.7,5,4,16,0,0,0,0,0,0.04,0.75,0.79,0.04,0.79
1384,Mateo Klimowicz,de GER,MFFW,Stuttgart,de Bundesliga,21,2000,15,7,603,6.7,0,1,1,0,0,0,2,0,0.8,0.8,0.4,1.2,14,30,25,0,0.15,0.15,0,0.15,0.12,0.05,0.17,0.12,0.17
1385,Fabian Klos,de GER,FW,Arminia,de Bundesliga,33,1987,25,14,1420,15.8,3,1,4,1,2,2,2,1,4.6,3,1,4,13,43,74,0.19,0.06,0.25,0.06,0.13,0.29,0.07,0.36,0.19,0.26
1386,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,25,1996,23,17,1648,18.3,0,1,1,0,0,0,1,0,0.4,0.4,0.8,1.3,17,70,26,0,0.05,0.05,0,0.05,0.02,0.05,0.07,0.02,0.07
1387,Justin Kluivert,nl NED,MF,Nice,fr Ligue 1,22,1999,27,24,1868,20.8,4,5,9,4,0,0,6,1,2.8,2.8,4.9,7.7,83,56,166,0.19,0.24,0.43,0.19,0.43,0.14,0.23,0.37,0.14,0.37
1388,Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,25,1996,5,2,194,2.2,0,0,0,0,0,0,1,0,0,0,0.4,0.4,3,10,7,0,0,0,0,0,0,0.17,0.17,0,0.17
1389,Ansgar Knauff,de GER,FWMF,Dortmund,de Bundesliga,19,2002,5,0,114,1.3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,4,2,12,0,0,0,0,0,0.03,0.08,0.11,0.03,0.11
1390,Ansgar Knauff,de GER,DFMF,Eint Frankfurt,de Bundesliga,19,2002,12,8,759,8.4,1,1,2,1,0,0,0,0,0.5,0.5,1.1,1.6,39,32,45,0.12,0.12,0.24,0.12,0.24,0.06,0.13,0.19,0.06,0.19
1391,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,29,1992,33,33,2970,33,0,0,0,0,0,0,6,0,0.5,0.5,0.2,0.7,14,102,3,0,0,0,0,0,0.02,0,0.02,0.02,0.02
1392,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,23,1997,29,29,2565,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1393,Robin Koch,de GER,MFDF,Leeds United,eng Premier League,25,1996,20,17,1574,17.5,0,0,0,0,0,0,3,0,0.8,0.8,0.4,1.2,3,52,14,0,0,0,0,0,0.04,0.02,0.07,0.04,0.07
1394,Samuel Koeberlé,fr FRA,FW,Reims,fr Ligue 1,16,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,Philippe Koffi,fr FRA,FW,Reims,fr Ligue 1,19,2002,10,3,375,4.2,1,0,1,1,0,0,1,0,0.9,0.9,0.2,1.1,10,3,31,0.24,0,0.24,0.24,0.24,0.23,0.04,0.27,0.23,0.27
1396,Dominik Kohr,de GER,MF,Mainz 05,de Bundesliga,27,1994,22,19,1614,17.9,0,3,3,0,0,0,10,2,1.3,1.3,1.2,2.6,15,100,30,0,0.17,0.17,0,0.17,0.07,0.07,0.14,0.07,0.14
1397,Koba Koindredi,fr FRA,MF,Valencia,es La Liga,19,2001,10,1,181,2,0,0,0,0,0,0,1,0,0,0,0.1,0.1,2,5,5,0,0,0,0,0,0.01,0.06,0.07,0.01,0.07
1398,Koke,es ESP,MF,Atlético Madrid,es La Liga,29,1992,31,29,2508,27.9,1,2,3,1,0,0,6,0,1,1,1.5,2.4,28,197,53,0.04,0.07,0.11,0.04,0.11,0.03,0.05,0.09,0.03,0.09
1399,Aleksandr Kokorin,ru RUS,FWMF,Fiorentina,it Serie A,30,1991,6,0,55,0.6,0,0,0,0,0,0,1,0,0,0,0,0,2,2,8,0,0,0,0,0,0,0,0,0,0
1400,Aleksandar Kolarov,rs SRB,DF,Inter,it Serie A,35,1985,3,0,42,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02
1401,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,28,1993,2,1,91,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,Sead Kolašinac,ba BIH,DF,Marseille,fr Ligue 1,28,1993,14,6,440,4.9,0,1,1,0,0,0,0,0,0,0,0.2,0.2,10,13,32,0,0.2,0.2,0,0.2,0,0.05,0.05,0,0.05
1403,Luca Koleosho,ca CAN,FW,Espanyol,es La Liga,16,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1404,Randal Kolo Muani,fr FRA,FWMF,Nantes,fr Ligue 1,22,1998,36,34,2948,32.8,12,4,16,12,0,0,2,0,10.7,10.7,4.4,15,81,28,206,0.37,0.12,0.49,0.37,0.49,0.33,0.13,0.46,0.33,0.46
1405,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,29,1991,30,30,2565,28.5,2,3,5,2,0,0,4,1,1.4,1.4,1.3,2.8,38,102,72,0.07,0.11,0.18,0.07,0.18,0.05,0.05,0.1,0.05,0.1
1406,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,25,1995,28,28,2418,26.9,1,3,4,1,0,0,1,0,0.6,0.6,3.4,3.9,90,109,108,0.04,0.11,0.15,0.04,0.15,0.02,0.13,0.15,0.02,0.15
1407,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,22,1999,11,11,990,11,0,0,0,0,0,0,2,0,0.2,0.2,0,0.2,7,51,2,0,0,0,0,0,0.02,0,0.02,0.02,0.02
1408,Geoffrey Kondogbia,cf CTA,MFDF,Atlético Madrid,es La Liga,28,1993,28,21,1882,20.9,1,2,3,1,0,0,13,2,0.4,0.4,0.9,1.3,11,76,7,0.05,0.1,0.14,0.05,0.14,0.02,0.04,0.06,0.02,0.06
1409,Ibrahima Koné,ml MLI,FW,Lorient,fr Ligue 1,22,1999,16,6,732,8.1,5,1,6,5,0,0,2,0,2.7,2.7,1.8,4.5,11,13,51,0.61,0.12,0.74,0.61,0.74,0.34,0.22,0.55,0.34,0.55
1410,Kouadio Koné,fr FRA,MF,M'Gladbach,de Bundesliga,20,2001,27,26,2183,24.3,2,0,2,2,0,0,10,0,1.5,1.5,0.5,2,41,109,36,0.08,0,0.08,0.08,0.08,0.07,0.02,0.09,0.07,0.09
1411,Youssouf Koné,ml MLI,DF,Troyes,fr Ligue 1,26,1995,21,11,980,10.9,0,1,1,0,0,0,2,1,0.2,0.2,0.9,1.1,26,38,32,0,0.09,0.09,0,0.09,0.02,0.08,0.1,0.02,0.1
1412,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,23,1997,29,29,2477,27.5,2,0,2,2,0,0,6,2,1.6,1.6,0.3,1.9,8,45,7,0.07,0,0.07,0.07,0.07,0.06,0.01,0.07,0.06,0.07
1413,Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,23,1998,30,23,2126,23.6,4,1,5,4,0,0,4,0,1.7,1.7,5.3,6.9,38,162,81,0.17,0.04,0.21,0.17,0.21,0.07,0.22,0.29,0.07,0.29
1414,Laurent Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,35,1985,11,11,933,10.4,0,1,1,0,0,0,2,0,0,0,0.2,0.2,1,31,0,0,0.1,0.1,0,0.1,0,0.02,0.02,0,0.02
1415,Odilon Kossonou,ci CIV,DF,Leverkusen,de Bundesliga,20,2001,27,20,1793,19.9,0,1,1,0,0,0,3,0,0.1,0.1,1.1,1.3,13,53,20,0,0.05,0.05,0,0.05,0.01,0.06,0.06,0.01,0.06
1416,Filip Kostić,rs SRB,DFFW,Eint Frankfurt,de Bundesliga,28,1992,31,28,2522,28,4,9,13,4,0,0,2,0,2.4,2.4,9.2,11.6,130,101,245,0.14,0.32,0.46,0.14,0.46,0.08,0.33,0.41,0.08,0.41
1417,Rominigue Kouamé,ml MLI,MF,Troyes,fr Ligue 1,24,1996,34,34,2968,33,1,2,3,1,0,0,5,0,2.4,2.4,1.9,4.3,89,170,52,0.03,0.06,0.09,0.03,0.09,0.07,0.06,0.13,0.07,0.13
1418,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,30,1991,27,27,2405,26.7,3,1,4,3,0,0,5,1,1.3,1.3,1.3,2.5,21,80,10,0.11,0.04,0.15,0.11,0.15,0.05,0.05,0.1,0.05,0.1
1419,Jules Koundé,fr FRA,DF,Sevilla,es La Liga,22,1998,32,31,2736,30.4,2,1,3,2,0,0,2,2,1.1,1.1,2.3,3.4,48,168,35,0.07,0.03,0.1,0.07,0.1,0.04,0.08,0.11,0.04,0.11
1420,Christos Kourfalidis,gr GRE,MFFW,Cagliari,it Serie A,18,2002,2,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,2,0,0,0,0,0,0.44,0,0.44,0.44,0.44
1421,Boubakar Kouyaté,ml MLI,DF,Metz,fr Ligue 1,24,1997,30,30,2665,29.6,1,0,1,1,0,0,8,1,1.7,1.7,0.1,1.8,6,47,5,0.03,0,0.03,0.03,0.03,0.06,0,0.06,0.06,0.06
1422,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,eng Premier League,31,1989,27,23,1974,21.9,0,1,1,0,0,0,3,0,0.5,0.5,0.8,1.3,7,54,9,0,0.05,0.05,0,0.05,0.02,0.04,0.06,0.02,0.06
1423,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,27,1994,25,16,1558,17.3,2,5,7,2,0,0,4,0,1.6,1.6,3.2,4.7,42,135,37,0.12,0.29,0.4,0.12,0.4,0.09,0.18,0.27,0.09,0.27
1424,Viktor Kovalenko,ua UKR,MF,Spezia,it Serie A,25,1996,26,16,1325,14.7,1,3,4,1,0,0,4,0,0.3,0.3,1.4,1.7,15,60,35,0.07,0.2,0.27,0.07,0.27,0.02,0.1,0.12,0.02,0.12
1425,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,26,1994,20,18,1634,18.2,0,1,1,0,0,0,5,0,0.3,0.3,1,1.3,29,50,24,0,0.06,0.06,0,0.06,0.02,0.06,0.07,0.02,0.07
1426,Alex Král,cz CZE,MF,West Ham,eng Premier League,23,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,Andrej Kramarić,hr CRO,FWMF,Hoffenheim,de Bundesliga,30,1991,32,30,2707,30.1,6,9,15,6,0,0,2,0,12.6,12.6,8,20.6,96,134,229,0.2,0.3,0.5,0.2,0.5,0.42,0.27,0.68,0.42,0.68
1428,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,30,1991,18,7,748,8.3,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.7,3,46,10,0,0,0,0,0,0.04,0.04,0.08,0.04,0.08
1429,Jean-Philippe Krasso,ci CIV,FW,Saint-Étienne,fr Ligue 1,24,1997,16,5,453,5,1,1,2,1,0,0,0,0,1.6,1.6,0.6,2.2,11,8,25,0.2,0.2,0.4,0.2,0.4,0.31,0.13,0.43,0.31,0.43
1430,Julian Kristoffersen,no NOR,FW,Salernitana,it Serie A,24,1997,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0.38,0.38,0.38
1431,Toni Kroos,de GER,MF,Real Madrid,es La Liga,31,1990,28,25,2103,23.4,1,3,4,1,0,0,4,0,2.2,2.2,3.2,5.4,40,277,38,0.04,0.13,0.17,0.04,0.17,0.09,0.14,0.23,0.09,0.23
1432,Florian Krüger,de GER,FWMF,Arminia,de Bundesliga,22,1999,27,12,1129,12.5,1,2,3,1,0,0,0,0,1.2,1.2,1.3,2.4,21,19,72,0.08,0.16,0.24,0.08,0.24,0.1,0.1,0.2,0.1,0.2
1433,Tim Krul,nl NED,GK,Norwich City,eng Premier League,33,1988,29,29,2610,29,0,0,0,0,0,0,1,0,0,0,0.6,0.6,0,1,0,0,0,0,0,0,0,0.02,0.02,0,0.02
1434,Rade Krunić,ba BIH,MFFW,Milan,it Serie A,27,1993,28,15,1416,15.7,0,1,1,0,0,0,2,0,0.7,0.7,1.7,2.4,20,48,54,0,0.06,0.06,0,0.06,0.05,0.11,0.15,0.05,0.15
1435,Max Kruse,de GER,MFFW,Wolfsburg,de Bundesliga,33,1988,14,14,1128,12.5,7,1,8,5,2,2,0,0,6.1,4.6,1.8,6.4,24,49,90,0.56,0.08,0.64,0.4,0.48,0.49,0.15,0.63,0.36,0.51
1436,Max Kruse,de GER,FWMF,Union Berlin,de Bundesliga,33,1988,16,16,1270,14.1,5,4,9,2,3,3,1,0,4.6,2.2,4.1,6.3,18,62,90,0.35,0.28,0.64,0.14,0.43,0.32,0.29,0.62,0.16,0.45
1437,Lukas Kübler,de GER,DFMF,Freiburg,de Bundesliga,28,1992,29,27,2327,25.9,2,0,2,2,0,0,2,0,1.5,1.5,1,2.6,20,89,68,0.08,0,0.08,0.08,0.08,0.06,0.04,0.1,0.06,0.1
1438,Takefusa Kubo,jp JPN,FWMF,Mallorca,es La Liga,20,2001,28,17,1605,17.8,1,0,1,1,0,0,4,0,2.8,2.8,3,5.7,65,68,107,0.06,0,0.06,0.06,0.06,0.15,0.17,0.32,0.15,0.32
1439,Juraj Kucka,sk SVK,MF,Watford,eng Premier League,34,1987,26,22,1920,21.3,1,1,2,1,0,0,5,1,3.2,3.2,0.9,4.1,21,60,31,0.05,0.05,0.09,0.05,0.09,0.15,0.04,0.19,0.15,0.19
1440,Mykola Kukharevych,ua UKR,FW,Troyes,fr Ligue 1,20,2001,2,0,15,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,1,0,0,0,0,0,0.34,0,0.34,0.34,0.34
1441,Dejan Kulusevski,se SWE,MFFW,Tottenham,eng Premier League,21,2000,18,14,1261,14,5,8,13,5,0,0,3,0,2.7,2.7,3.4,6.2,51,35,100,0.36,0.57,0.93,0.36,0.93,0.2,0.25,0.44,0.2,0.44
1442,Dejan Kulusevski,se SWE,FWMF,Juventus,it Serie A,21,2000,20,5,772,8.6,1,3,4,1,0,0,1,0,1.7,1.7,1.2,2.9,24,24,89,0.12,0.35,0.47,0.12,0.47,0.2,0.14,0.34,0.2,0.34
1443,Marash Kumbulla,al ALB,DF,Roma,it Serie A,21,2000,17,13,1025,11.4,0,0,0,0,0,0,6,0,0.8,0.8,0.1,0.9,5,31,0,0,0,0,0,0,0.07,0.01,0.08,0.07,0.08
1444,Fabian Kunze,de GER,MF,Arminia,de Bundesliga,23,1998,22,13,1260,14,0,0,0,0,0,0,9,0,0.4,0.4,0.3,0.7,4,58,8,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05
1445,Enock Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,24,1997,29,22,2002,22.2,1,0,1,1,0,0,6,1,0.3,0.3,1.8,2.1,37,106,38,0.04,0,0.04,0.04,0.04,0.01,0.08,0.09,0.01,0.09
1446,Grejohn Kyei,fr FRA,FW,Clermont Foot,fr Ligue 1,25,1995,14,4,396,4.4,0,1,1,0,0,0,1,0,1.9,1.9,1.1,3,0,7,32,0,0.23,0.23,0,0.23,0.42,0.26,0.68,0.42,0.68
1447,Giorgos Kyriakopoulos,gr GRE,DFFW,Sassuolo,it Serie A,25,1996,29,22,1975,21.9,0,5,5,0,0,0,6,1,1.1,1.1,4.5,5.6,78,62,114,0,0.23,0.23,0,0.23,0.05,0.21,0.26,0.05,0.26
1448,Andrea La Mantia,it ITA,FWMF,Empoli,it Serie A,30,1991,18,3,488,5.4,2,0,2,2,0,0,0,0,1.8,1.8,0.5,2.4,3,7,30,0.37,0,0.37,0.37,0.37,0.34,0.1,0.44,0.34,0.44
1449,Gaëtan Laborde,fr FRA,FW,Montpellier,fr Ligue 1,27,1994,4,4,341,3.8,3,0,3,3,0,0,1,0,1.6,1.6,0.5,2.1,7,7,25,0.79,0,0.79,0.79,0.79,0.43,0.13,0.57,0.43,0.57
1450,Gaëtan Laborde,fr FRA,FW,Rennes,fr Ligue 1,27,1994,34,32,2729,30.3,12,8,20,10,2,2,1,0,14.9,13.3,5.1,18.4,38,54,211,0.4,0.26,0.66,0.33,0.59,0.49,0.17,0.66,0.44,0.61
1451,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,30,1991,30,20,1782,19.8,4,7,11,2,2,3,0,0,8.4,6,3,9.1,19,52,106,0.2,0.35,0.56,0.1,0.45,0.42,0.15,0.58,0.3,0.46
1452,Tom Lacoux,fr FRA,DFMF,Bordeaux,fr Ligue 1,19,2002,13,11,907,10.1,0,0,0,0,0,0,5,0,0,0,0.3,0.4,8,27,14,0,0,0,0,0,0,0.03,0.04,0,0.04
1453,Lenny Lacroix,fr FRA,DF,Metz,fr Ligue 1,18,2003,3,2,200,2.2,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,0,4,1,0,0.45,0.45,0,0.45,0.05,0.16,0.21,0.05,0.21
1454,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,21,2000,29,29,2491,27.7,0,0,0,0,0,0,5,3,1.5,1.5,0.9,2.3,17,117,12,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08
1455,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,22,1999,38,38,3420,38,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,31,1989,34,34,3042,33.8,3,2,5,3,0,0,9,0,2,2,0.9,2.9,2,72,3,0.09,0.06,0.15,0.09,0.15,0.06,0.03,0.09,0.06,0.09
1457,Konrad Laimer,at AUT,MF,RB Leipzig,de Bundesliga,24,1997,26,15,1240,13.8,4,4,8,4,0,0,2,0,2.4,2.4,2.4,4.7,34,64,53,0.29,0.29,0.58,0.29,0.58,0.17,0.17,0.34,0.17,0.34
1458,Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,28,1992,21,19,1471,16.3,1,2,3,1,0,0,2,0,0.7,0.7,2.1,2.8,23,58,76,0.06,0.12,0.18,0.06,0.18,0.05,0.14,0.18,0.05,0.18
1459,Diego Lainez,mx MEX,FW,Betis,es La Liga,21,2000,7,1,140,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,4,3,11,0,0,0,0,0,0.06,0.23,0.3,0.06,0.3
1460,Adam Lallana,eng ENG,MF,Brighton,eng Premier League,33,1988,24,18,1561,17.3,0,1,1,0,0,0,4,0,1.1,1.1,0.9,2,17,76,47,0,0.06,0.06,0,0.06,0.06,0.05,0.11,0.06,0.11
1461,Vassilis Lambropoulos,gr GRE,DF,Bochum,de Bundesliga,31,1990,13,13,1168,13,0,0,0,0,0,0,1,0,0.2,0.2,0,0.3,6,19,3,0,0,0,0,0,0.02,0,0.02,0.02,0.02
1462,Érik Lamela,ar ARG,FWMF,Sevilla,es La Liga,29,1992,20,10,1015,11.3,5,2,7,5,0,0,5,0,3.1,3.1,1.7,4.8,26,62,90,0.44,0.18,0.62,0.44,0.62,0.27,0.15,0.42,0.27,0.42
1463,Mohamed Lamine Bayo,gn GUI,FW,Clermont Foot,fr Ligue 1,23,1998,32,27,2413,26.8,14,5,19,12,2,3,1,0,14.4,11.9,4.1,16,28,55,147,0.52,0.19,0.71,0.45,0.63,0.54,0.15,0.69,0.44,0.6
1464,Didier Lamkel Zé,cm CMR,FW,Metz,fr Ligue 1,24,1996,9,8,605,6.7,3,0,3,3,0,0,2,0,2.3,2.3,0.3,2.5,21,6,63,0.45,0,0.45,0.45,0.45,0.34,0.04,0.38,0.34,0.38
1465,Sam Lammers,nl NED,FWMF,Atalanta,it Serie A,24,1997,2,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0
1466,Sam Lammers,nl NED,FWMF,Eint Frankfurt,de Bundesliga,24,1997,15,5,517,5.7,1,0,1,1,0,0,1,0,1.1,1.1,0.1,1.2,2,16,27,0.17,0,0.17,0.17,0.17,0.19,0.03,0.21,0.19,0.21
1467,Tariq Lamptey,gh GHA,DFFW,Brighton,eng Premier League,20,2000,30,16,1561,17.3,0,2,2,0,0,0,4,0,0.8,0.8,2.6,3.4,81,36,153,0,0.12,0.12,0,0.12,0.05,0.15,0.2,0.05,0.2
1468,Manuel Lanzini,ar ARG,MFFW,West Ham,eng Premier League,28,1993,30,19,1786,19.8,5,3,8,2,3,3,2,0,3.7,1.3,2.4,3.7,29,119,57,0.25,0.15,0.4,0.1,0.25,0.19,0.12,0.31,0.07,0.19
1469,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,27,1994,33,33,2828,31.4,4,0,4,4,0,0,5,1,4.9,4.9,0.6,5.5,51,271,8,0.13,0,0.13,0.13,0.13,0.16,0.02,0.18,0.16,0.18
1470,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,27,1993,33,33,2891,32.1,2,0,2,2,0,0,7,0,1.9,1.9,0.5,2.5,12,82,2,0.06,0,0.06,0.06,0.06,0.06,0.02,0.08,0.06,0.08
1471,Yasser Larouci,dz ALG,DF,Troyes,fr Ligue 1,20,2001,12,2,341,3.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,23,14,16,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06
1472,Kevin Lasagna,it ITA,MFFW,Hellas Verona,it Serie A,28,1992,28,11,1184,13.2,2,4,6,2,0,0,1,0,3.3,3.3,2.1,5.4,26,28,104,0.15,0.3,0.46,0.15,0.46,0.25,0.16,0.41,0.25,0.41
1473,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,27,1993,26,22,2058,22.9,1,0,1,1,0,0,5,0,0.9,0.9,0.4,1.3,0,18,5,0.04,0,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06
1474,Bryan Lasme,fr FRA,FW,Arminia,de Bundesliga,22,1998,23,7,877,9.7,2,0,2,2,0,0,2,0,0.8,0.8,0.4,1.2,21,7,67,0.21,0,0.21,0.21,0.21,0.08,0.04,0.12,0.08,0.12
1475,Paul Lasne,fr FRA,MF,Brest,fr Ligue 1,32,1989,15,9,847,9.4,0,1,1,0,0,0,1,0,0.4,0.4,1.1,1.5,8,34,11,0,0.11,0.11,0,0.11,0.04,0.12,0.16,0.04,0.16
1476,Latasa,es ESP,FW,Real Madrid,es La Liga,20,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,1,0,0,0,0,0,0.64,0,0.64,0.64,0.64
