Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.p90,Ast.p90,G+A.p90,G-PK.p90,G+A-PK.p90,xG.p90,xAG.p90,xG+xAG.p90,npxG.p90,npxG+xAG.p90
193,Tommaso Baldanzi,it ITA,MF,Empoli,it Serie A,20-022,2003,20,18,1306,14.5,4,0,4,4,0,0,1,0,1.6,1.6,0.9,2.5,42,57,63,0.28,0,0.28,0.28,0.28,0.11,0.06,0.17,0.11,0.17
194,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,19-178,2003,24,21,1750,19.4,0,5,5,0,0,0,3,0,0.4,0.4,3.5,4,61,54,160,0,0.26,0.26,0,0.26,0.02,0.18,0.2,0.02,0.2
195,Thierno Balde,fr FRA,DF,Troyes,fr Ligue 1,20-308,2002,25,21,1797,20,0,0,0,0,0,0,1,0,0.3,0.3,1,1.3,52,57,99,0,0,0,0,0,0.02,0.05,0.06,0.02,0.06
196,Carlos Baleba,cm CMR,MF,Lille,fr Ligue 1,19-101,2004,13,3,288,3.2,0,0,0,0,0,0,2,1,0.3,0.3,0.1,0.3,12,21,6,0,0,0,0,0,0.08,0.03,0.1,0.08,0.1
197,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,35-044,1988,3,1,115,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0.02,0,0.02,0.02,0.02
198,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,24-078,1999,28,25,2153,23.9,0,1,1,0,0,0,6,1,0.8,0.8,0.1,1,12,75,17,0,0.04,0.04,0,0.04,0.04,0,0.04,0.04,0.04
199,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,31-103,1992,27,27,2361,26.2,0,0,0,0,0,0,6,0,0.3,0.3,2.3,2.6,58,104,108,0,0,0,0,0,0.01,0.09,0.1,0.01,0.1
200,Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,26-101,1997,4,3,286,3.2,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.5,8,13,21,0.31,0,0.31,0.31,0.31,0.14,0.02,0.16,0.14,0.16
201,Folarin Balogun,eng ENG,FW,Reims,fr Ligue 1,21-285,2001,29,26,2286,25.4,18,2,20,13,5,6,3,0,21.3,16.5,2.7,19.2,42,43,219,0.71,0.08,0.79,0.51,0.59,0.84,0.11,0.94,0.65,0.75
202,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,32-354,1990,13,5,684,7.6,0,0,0,0,0,0,2,0,0,0,0.3,0.3,6,23,11,0,0,0,0,0,0,0.04,0.04,0,0.04
203,Jonathan Bamba,fr FRA,FW,Lille,fr Ligue 1,27-019,1996,26,24,2134,23.7,5,5,10,5,0,0,5,0,6.4,6.4,5,11.4,91,121,260,0.21,0.21,0.42,0.21,0.42,0.27,0.21,0.48,0.27,0.48
204,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,29-221,1993,22,13,1129,12.5,3,2,5,3,0,1,2,0,6.4,5.6,0.9,6.4,14,19,78,0.24,0.16,0.4,0.24,0.4,0.51,0.07,0.57,0.44,0.51
205,Lameck Banda,zm ZAM,FWMF,Lecce,it Serie A,22-075,2001,28,14,1228,13.6,1,1,2,1,0,0,4,0,1.8,1.8,1,2.8,55,19,118,0.07,0.07,0.15,0.07,0.15,0.13,0.07,0.2,0.13,0.2
206,Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,28-016,1995,28,23,1883,20.9,2,0,2,2,0,0,7,0,1.6,1.6,2.3,3.9,32,84,76,0.1,0,0.1,0.1,0.1,0.08,0.11,0.18,0.08,0.18
207,Léo Baptistão,br BRA,FWMF,Almería,es La Liga,30-231,1992,23,19,1381,15.3,3,1,4,3,0,0,7,0,3.4,3.4,1.1,4.5,31,41,68,0.2,0.07,0.26,0.2,0.26,0.22,0.07,0.29,0.22,0.29
208,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,25-006,1998,16,4,500,5.6,0,0,0,0,0,0,3,1,0.3,0.3,0.8,1,8,36,22,0,0,0,0,0,0.05,0.14,0.19,0.05,0.19
209,Antonín Barák,cz CZE,MF,Hellas Verona,it Serie A,28-132,1994,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
210,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,28-132,1994,24,15,1353,15,2,0,2,2,0,0,3,0,2,2,1.5,3.4,36,70,77,0.13,0,0.13,0.13,0.13,0.13,0.1,0.23,0.13,0.23
211,Andrea Barberis,it ITA,MF,Monza,it Serie A,29-124,1993,9,3,338,3.8,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,3,14,0,0,0.27,0.27,0,0.27,0.03,0.1,0.12,0.03,0.12
212,Bradley Barcola,fr FRA,FWMF,Lyon,fr Ligue 1,20-224,2002,20,9,935,10.4,5,3,8,5,0,0,3,0,2.7,2.7,2,4.8,31,28,105,0.48,0.29,0.77,0.48,0.77,0.26,0.2,0.46,0.26,0.46
213,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,22-159,2000,25,21,1871,20.8,0,0,0,0,0,0,5,0,0.4,0.4,0.7,1,39,67,92,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05
214,Francesco Bardi,it ITA,GK,Bologna,it Serie A,31-086,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Keidi Bare,al ALB,MF,Espanyol,es La Liga,25-229,1997,12,3,335,3.7,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,4,15,6,0,0,0,0,0,0.13,0.05,0.18,0.13,0.18
216,Nicolò Barella,it ITA,MF,Inter,it Serie A,26-066,1997,28,26,2165,24.1,5,6,11,5,0,0,5,0,2.7,2.7,4.9,7.6,64,169,143,0.21,0.25,0.46,0.21,0.46,0.11,0.2,0.32,0.11,0.32
217,Kike Barja,es ESP,FWMF,Osasuna,es La Liga,26-013,1997,18,9,807,9,1,3,4,1,0,0,1,0,0.4,0.4,1.9,2.3,43,25,125,0.11,0.33,0.45,0.11,0.45,0.05,0.21,0.26,0.05,0.26
218,Ross Barkley,eng ENG,MFFW,Nice,fr Ligue 1,29-130,1993,21,7,718,8,3,2,5,3,0,0,1,0,3.4,3.4,1.2,4.6,19,31,36,0.38,0.25,0.63,0.38,0.63,0.45,0.16,0.6,0.45,0.6
219,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,24-328,1998,17,2,412,4.6,0,1,1,0,0,0,1,0,0.4,0.4,0.3,0.8,11,27,23,0,0.22,0.22,0,0.22,0.09,0.07,0.17,0.09,0.17
220,Harvey Barnes,eng ENG,FWMF,Leicester City,eng Premier League,25-126,1997,28,27,2287,25.4,10,1,11,10,0,0,2,0,7.6,7.6,2.1,9.7,85,65,228,0.39,0.04,0.43,0.39,0.43,0.3,0.08,0.38,0.3,0.38
221,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,23-101,2000,25,19,1646,18.3,2,3,5,2,0,0,4,0,2.4,2.4,2,4.4,12,44,38,0.11,0.16,0.27,0.11,0.27,0.13,0.11,0.24,0.13,0.24
222,Enzo Barrenechea,ar ARG,MF,Juventus,it Serie A,21-327,2001,3,3,158,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,5,2,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05
223,Ander Barrenetxea,es ESP,DFFW,Real Sociedad,es La Liga,21-108,2001,13,5,442,4.9,2,0,2,2,0,0,3,0,1.2,1.2,0,1.2,11,13,18,0.41,0,0.41,0.41,0.41,0.24,0.01,0.25,0.24,0.25
224,Mickaël Barreto,fr FRA,MF,Ajaccio,fr Ligue 1,32-086,1991,14,9,895,9.9,0,1,1,0,0,0,1,0,0.5,0.5,1.8,2.3,16,60,44,0,0.1,0.1,0,0.1,0.05,0.18,0.23,0.05,0.23
225,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,19-303,2003,12,5,480,5.3,0,1,1,0,0,0,1,0,0.4,0.4,0.6,0.9,13,34,20,0,0.19,0.19,0,0.19,0.07,0.11,0.18,0.07,0.18
226,Musa Barrow,gm GAM,FWMF,Bologna,it Serie A,24-151,1998,23,17,1311,14.6,3,5,8,3,0,0,2,0,2.3,2.3,3.1,5.4,37,36,87,0.21,0.34,0.55,0.21,0.55,0.16,0.22,0.37,0.16,0.37
227,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,26-206,1996,28,28,2520,28,3,0,3,3,0,0,5,0,1.6,1.6,0.5,2.2,9,78,9,0.11,0,0.11,0.11,0.11,0.06,0.02,0.08,0.06,0.08
228,Toma Bašić,hr CRO,MF,Lazio,it Serie A,26-140,1996,20,4,449,5,0,0,0,0,0,0,2,0,0.5,0.5,0.3,0.8,13,18,21,0,0,0,0,0,0.1,0.05,0.16,0.1,0.16
229,Gil Bastião Dias,pt POR,FW,Stuttgart,de Bundesliga,26-198,1996,7,6,398,4.4,1,0,1,1,0,0,0,0,0.5,0.5,0.7,1.2,16,14,33,0.23,0,0.23,0.23,0.23,0.12,0.15,0.26,0.12,0.26
230,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,24-001,1999,22,20,1689,18.8,0,2,2,0,0,0,2,0,1,1,2.5,3.6,37,121,38,0,0.11,0.11,0,0.11,0.06,0.13,0.19,0.06,0.19
231,Simone Bastoni,it ITA,MFDF,Spezia,it Serie A,26-160,1996,15,12,987,11,2,2,4,2,0,0,5,0,1.1,1.1,0.9,2,12,27,55,0.18,0.18,0.36,0.18,0.36,0.1,0.08,0.18,0.1,0.18
232,Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,31-276,1991,15,8,686,7.6,0,0,0,0,0,0,5,0,0.2,0.2,0,0.2,3,19,3,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03
233,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,23-064,2000,21,16,1413,15.7,0,1,1,0,0,0,6,0,1.6,1.6,0.4,2,8,29,2,0,0.06,0.06,0,0.06,0.1,0.03,0.13,0.1,0.13
234,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,32-316,1990,27,27,2430,27,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
235,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,27-041,1996,7,6,517,5.7,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,3,22,2,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04
236,Julian Baumgartlinger,at AUT,MF,Augsburg,de Bundesliga,35-102,1988,13,3,464,5.2,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1,19,0,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08
237,Christoph Baumgartner,at AUT,MFFW,Hoffenheim,de Bundesliga,23-256,1999,26,26,2066,23,6,3,9,6,0,0,7,0,6.1,6.1,4.1,10.2,63,86,125,0.26,0.13,0.39,0.26,0.39,0.27,0.18,0.45,0.27,0.45
238,Cyrille Bayala,bf BFA,MF,Ajaccio,fr Ligue 1,26-325,1996,27,21,1642,18.2,1,1,2,1,0,0,3,1,1.9,1.9,1.8,3.8,40,58,95,0.05,0.05,0.11,0.05,0.11,0.11,0.1,0.21,0.11,0.21
239,Brian Bayeye,fr FRA,DF,Torino,it Serie A,22-288,2000,1,1,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0
240,Noah Joel Sarenren Bazee,ng NGA,MFFW,Augsburg,de Bundesliga,26-236,1996,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,1,0,0,0,0,0,0,0.27,0.27,0,0.27
241,Gavin Bazunu,ie IRL,GK,Southampton,eng Premier League,21-053,2002,30,30,2700,30,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0
242,Bebé,cv CPV,FW,Rayo Vallecano,es La Liga,32-276,1990,4,0,60,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5,1,10,0,0,0,0,0,0.12,0.13,0.25,0.12,0.25
243,Ihlas Bebou,tg TOG,FW,Hoffenheim,de Bundesliga,28-356,1994,12,10,803,8.9,4,0,4,3,1,1,1,0,3,2.2,0.5,2.7,17,13,72,0.45,0,0.45,0.34,0.34,0.33,0.06,0.39,0.25,0.3
244,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,27-085,1996,22,22,1952,21.7,2,1,3,2,0,0,10,0,1.2,1.2,0.6,1.8,11,76,39,0.09,0.05,0.14,0.09,0.14,0.06,0.03,0.08,0.06,0.08
245,Mads Bech Sørensen,dk DEN,DFMF,Brentford,eng Premier League,24-097,1999,4,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
246,Julius Beck,dk DEN,MF,Spezia,it Serie A,17-352,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
247,Sheraldo Becker,sr SUR,FW,Union Berlin,de Bundesliga,28-064,1995,27,26,1946,21.6,8,5,13,8,0,0,2,0,4,4,3.5,7.5,64,28,164,0.37,0.23,0.6,0.37,0.6,0.19,0.16,0.35,0.19,0.35
248,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,27-002,1996,12,12,1002,11.1,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,3,23,2,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04
249,Jan Bednarek,pl POL,DF,Aston Villa,eng Premier League,27-002,1996,3,1,100,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0
250,Donny van de Beek,nl NED,MF,Manchester Utd,eng Premier League,25-361,1997,7,2,167,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,6,20,0,0,0,0,0,0.05,0.06,0.11,0.05,0.11
251,Asmir Begović,ba BIH,GK,Everton,eng Premier League,35-298,1987,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Yanis Begraoui,fr FRA,FWMF,Toulouse,fr Ligue 1,21-284,2001,3,1,65,0.7,0,0,0,0,0,0,0,0,0,0,0.3,0.3,1,3,3,0,0,0,0,0,0,0.37,0.37,0,0.37
253,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,32-070,1991,27,11,1085,12.1,7,1,8,7,0,0,4,0,2.9,2.9,0.9,3.8,7,46,60,0.58,0.08,0.66,0.58,0.66,0.24,0.08,0.32,0.24,0.32
254,Alexis Beka Beka,fr FRA,MFDF,Nice,fr Ligue 1,22-016,2001,11,5,393,4.4,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,11,21,18,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03
255,Jérémie Bela,ao ANG,DFMF,Clermont Foot,fr Ligue 1,30-006,1993,16,7,693,7.7,1,1,2,1,0,0,0,0,0.5,0.5,0.2,0.8,21,22,48,0.13,0.13,0.26,0.13,0.26,0.07,0.03,0.1,0.07,0.1
256,Reda Belahyane,fr FRA,MF,Nice,fr Ligue 1,18-317,2004,1,0,12,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,0,0,0,0,0,0,0,0.67,0,0.67,0.67,0.67
257,Youcef Belaïli,dz ALG,MFFW,Ajaccio,fr Ligue 1,31-031,1992,16,14,1089,12.1,6,3,9,1,5,6,2,0,6.1,1.8,3.5,5.3,31,53,63,0.5,0.25,0.74,0.08,0.33,0.5,0.29,0.79,0.15,0.43
258,Youcef Belaïli,dz ALG,FWMF,Brest,fr Ligue 1,31-031,1992,6,4,356,4,0,2,2,0,0,0,3,0,0.7,0.7,0.8,1.4,16,14,31,0,0.51,0.51,0,0.51,0.17,0.19,0.36,0.17,0.36
259,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,29-076,1994,30,22,1992,22.1,1,0,1,1,0,0,3,0,0.4,0.4,0.6,1,15,93,27,0.05,0,0.05,0.05,0.05,0.02,0.02,0.04,0.02,0.04
260,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,31-233,1991,23,19,1770,19.7,0,1,1,0,0,0,6,0,0.7,0.7,0.5,1.1,9,71,7,0,0.05,0.05,0,0.05,0.03,0.02,0.06,0.03,0.06
261,Armel Bella Kotchap,de GER,DF,Southampton,eng Premier League,21-124,2001,20,20,1572,17.5,0,1,1,0,0,0,3,0,0.9,0.9,0.5,1.5,7,33,2,0,0.06,0.06,0,0.06,0.05,0.03,0.08,0.05,0.08
262,Raoul Bellanova,it ITA,DFMF,Inter,it Serie A,22-332,2000,12,0,195,2.2,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,12,4,20,0,0,0,0,0,0.28,0.06,0.33,0.28,0.33
263,Karim Bellarabi,de GER,FW,Leverkusen,de Bundesliga,33-006,1990,6,1,82,0.9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0
264,Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,fr Ligue 1,24-291,1998,22,21,1773,19.7,1,5,6,1,0,0,4,0,1.6,1.6,4,5.5,75,118,80,0.05,0.25,0.3,0.05,0.3,0.08,0.2,0.28,0.08,0.28
265,Héctor Bellerín,es ESP,DF,Barcelona,es La Liga,28-026,1995,3,1,143,1.6,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,13,6,0,0,0,0,0,0,0.06,0.06,0,0.06
266,Jude Bellingham,eng ENG,MF,Dortmund,de Bundesliga,19-289,2003,26,25,2255,25.1,4,4,8,4,0,0,6,0,5.2,5.2,3.3,8.5,78,213,114,0.16,0.16,0.32,0.16,0.32,0.21,0.13,0.34,0.21,0.34
267,Jeanöel Belocian,fr FRA,DF,Rennes,fr Ligue 1,18-056,2005,2,1,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
268,Andrea Belotti,it ITA,FW,Roma,it Serie A,29-115,1993,23,4,647,7.2,0,0,0,0,0,1,0,0,2.3,1.5,0.7,2.2,13,5,53,0,0,0,0,0,0.33,0.09,0.42,0.22,0.31
269,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,24-070,1999,28,26,2265,25.2,0,1,1,0,0,0,4,0,0.8,0.8,1.3,2.1,23,112,26,0,0.04,0.04,0,0.04,0.03,0.05,0.09,0.03,0.09
270,Eliesse Ben Seghir,fr FRA,FWMF,Monaco,fr Ligue 1,18-057,2005,12,11,806,9,4,1,5,4,0,0,1,0,1.8,1.8,1,2.9,27,45,74,0.45,0.11,0.56,0.45,0.56,0.21,0.12,0.32,0.21,0.32
271,Salim Ben Seghir,fr FRA,MF,Marseille,fr Ligue 1,20-049,2003,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,32-245,1990,26,22,1637,18.2,17,4,21,13,4,5,2,0,14.2,10.3,2.7,13,42,58,161,0.93,0.22,1.15,0.71,0.93,0.78,0.15,0.93,0.57,0.72
273,Marco Benassi,it ITA,DF,Fiorentina,it Serie A,28-218,1994,2,1,93,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,9,6,0,0,0,0,0,0,0.09,0.09,0,0.09
274,Marco Benassi,it ITA,MF,Cremonese,it Serie A,28-218,1994,10,8,737,8.2,0,0,0,0,0,0,1,0,0.8,0.8,0.4,1.3,10,21,26,0,0,0,0,0,0.1,0.05,0.15,0.1,0.15
275,Iker Benito,es ESP,FW,Osasuna,es La Liga,20-247,2002,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,1,2,0,0,0,0,0,0,0.76,0.76,0,0.76
276,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,25-134,1997,24,21,1768,19.6,1,2,3,1,0,0,5,0,0.7,0.7,3.2,3.9,26,121,44,0.05,0.1,0.15,0.05,0.15,0.03,0.17,0.2,0.03,0.2
277,Saïd Benrahma,dz ALG,FWMF,West Ham,eng Premier League,27-247,1995,27,17,1611,17.9,4,3,7,1,3,3,0,0,5.3,3,3.5,6.5,84,63,191,0.22,0.17,0.39,0.06,0.22,0.3,0.2,0.49,0.16,0.36
278,Ramy Bensebaini,dz ALG,DF,M'Gladbach,de Bundesliga,27-363,1995,23,23,2054,22.8,5,0,5,4,1,1,6,1,4.1,3.3,1.8,5.1,34,82,74,0.22,0,0.22,0.18,0.18,0.18,0.08,0.26,0.14,0.22
279,Nabil Bentaleb,dz ALG,MF,Angers,fr Ligue 1,28-141,1994,25,24,2085,23.2,3,3,6,2,1,1,5,1,2.2,1.4,1.8,3.1,38,153,18,0.13,0.13,0.26,0.09,0.22,0.09,0.08,0.17,0.06,0.14
280,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,25-293,1997,18,17,1500,16.7,5,2,7,5,0,0,8,0,2.2,2.2,0.8,3.1,26,76,19,0.3,0.12,0.42,0.3,0.42,0.13,0.05,0.18,0.13,0.18
281,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,35-116,1987,18,18,1515,16.8,14,3,17,9,5,6,1,0,15.8,10.8,4.3,15,48,98,110,0.83,0.18,1.01,0.53,0.71,0.94,0.25,1.19,0.64,0.89
282,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,28-256,1994,19,16,1317,14.6,6,6,12,2,4,5,5,0,7.4,3.5,3.9,7.3,34,81,138,0.41,0.41,0.82,0.14,0.55,0.51,0.26,0.77,0.24,0.5
283,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,33-063,1990,19,17,1506,16.7,1,1,2,1,0,0,7,1,0.9,0.9,0.8,1.7,42,97,62,0.06,0.06,0.12,0.06,0.12,0.06,0.05,0.1,0.06,0.1
284,Álex Berenguer,es ESP,FW,Athletic Club,es La Liga,27-284,1995,27,21,1759,19.5,3,1,4,3,0,0,0,0,3.5,3.5,3.3,6.8,44,62,184,0.15,0.05,0.2,0.15,0.2,0.18,0.17,0.35,0.18,0.35
285,Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,30-276,1992,15,15,1198,13.3,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,20,44,40,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02
286,Patrick Berg,no NOR,MFFW,Lens,fr Ligue 1,25-141,1997,3,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0.17,0.17,0,0.17
287,Mitchell van Bergen,nl NED,FWDF,Reims,fr Ligue 1,23-230,1999,25,5,800,8.9,0,1,1,0,0,0,1,0,1.9,1.9,2.6,4.5,44,16,69,0,0.11,0.11,0,0.11,0.21,0.29,0.5,0.21,0.5
288,Mergim Berisha,de GER,FW,Augsburg,de Bundesliga,24-338,1998,20,19,1577,17.5,9,4,13,6,3,4,9,1,7.8,4.7,2.7,7.3,19,26,96,0.51,0.23,0.74,0.34,0.57,0.44,0.15,0.6,0.27,0.42
289,Quentin Bernard,fr FRA,DF,Auxerre,fr Ligue 1,33-281,1989,7,7,630,7,0,1,1,0,0,0,0,0,0,0,0.6,0.6,4,27,14,0,0.14,0.14,0,0.14,0,0.08,0.08,0,0.08
290,Paul Bernardoni,fr FRA,GK,Angers,fr Ligue 1,25-361,1997,22,22,1980,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
